title,answer,img,bogi1,bogi2,bogi3,bogi4
(가)에 들어갈 내용으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m5.gif?1476226682,22담로를 설치하였다.,독서삼품과를 실시하였다.,화랑도를 국가적 조직으로 만들었다.,국립 교육 기관인 국학을 설치하였다.
(가)에 들어갈 내용으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m7.gif?1476226682,살수 대첩,삼별초 항쟁,안시성 싸움,평양성 함락
(가) 인물에 대한 설명으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m9.gif?1476226683,이두를 정리하였다.,청해진을 설치하였다.,왕오천축국전을 저술하였다.,시무책 10여 조를 왕에게 올렸다.
(가)에 들어갈 내용으로 적절하지 않은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m10.gif?1476226675,고구려 계승 의식을 지녔다.,대조영이 동모산에서 건국하였다.,영락이라는 독자적 연호를 사용하였다.,무왕 때 당의 산둥 반도를 공격하였다.
밑줄 그은 ‘이 시기’의 사실로 옳지 않은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m12.gif?1476226676,변발이 유행하였다.,비변사가 강화되었다.,정동행성이 설치되었다.,권문세족이 지배층이 되었다.
(가)에 들어갈 내용으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m13.gif?1476226676,훈요 10조를 지었어요.,경국대전을 편찬하였어요.,2성 6부제를 마련하였어요.,노비안검법을 처음 시행하였어요.
밑줄 그은 ‘이 날’로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m14.gif?1476226676,단오,추석,칠석,한식
다음 다큐멘터리에서 볼 수 있는 장면으로 적절하지 않은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m15.gif?1476226676,곽주에서 싸우는 양규,외교 담판을 벌이는 서희,동북 9성을 개척하는 윤관,귀주에서 승리를 거두는 강감찬
밑줄 그은 ‘이 사건’으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m18.gif?1476226677,만적의 난,효심의 난,김보당의 난,망이·망소이의 난
다음 자료에서 설명하는 기관으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m19.gif?1476226677,태학,서원,국자감,성균관
(가)~(다)의 문화유산을 그려진 순서대로 옳게 나열한 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m20.gif?1476226677,(가) - (나) - (다),(가) - (다) - (나),(다) - (가) - (나),(다) - (나) - (가)
(가) 인물에 대한 설명으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m21.gif?1476226678,세속 5계를 지었다.,무애가를 지어 불렀다.,삼국유사를 저술하였다.,해동 천태종을 창시하였다.
다음 사건이 일어난 시기를 연표에서 옳게 고른 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m22.gif?1476226678,(가),(나),(다),(라)
다음 두 인물의 업적으로 확정된 국경선을 지도에서 옳게 찾은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m23.gif?1476226678,(가),(나),(다),(라)
(가)에 들어갈 내용으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m24.gif?1476226678,역관,백정,노비,향리
선생님의 질문에 대한 학생의 대답으로 옳지 않은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m27.gif?1476226679,①,②,③,④
(가)에 들어갈 내용으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m28.gif?1476226679,환곡,납속,방납,금난전권
밑줄 그은 ‘이 사건’에 대한 설명으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m29.gif?1476226679,병인박해의 원인이 되었다.,운요호 사건이 계기가 되었다.,제너럴 셔먼호 사건을 빌미로 일어났다.,전쟁 당시 외규장각 의궤를 약탈 당했다.
다음 학생이 생각하고 있는 인물로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m32.gif?1476226680,박지원,박제가,유수원,홍대용
(가)에 들어갈 사건에 대한 설명으로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m33.gif?1476226681,청·일 전쟁의 배경이 되었다.,농민군이 전주성을 점령하였다.,자치 기구인 집강소가 설치되었다.,우정국 개국 축하연을 이용해 일어났다.
밑줄 그은 ‘이 단체’로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m34.gif?1476226681,신간회,신민회,독립 협회,국채 보상 기성회
(가)에 들어갈 내용으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m35.gif?1476226681,명동 학교,배재 학당,육영 공원,신흥 강습소
밑줄 그은 ‘이 정책’으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m36.gif?1476226681,방곡령,공출제,토지 조사 사업,산미 증식 계획
다음 대본에 나타난 전투로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m37.gif?1476226681,백강 전투,청산리 전투,쌍성보 전투,매소성 전투
(가)~(다)를 일어난 순서대로 옳게 나열한 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m38.gif?1476226681,(가) - (나) - (다),(가) - (다) - (나),(나) - (가) - (다),(나) - (다) - (가)
(가)에 들어갈 내용으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m39.gif?1476226681,6·23 평화 통일 선언,6·15 남북 공동 선언,남북 기본 합의서 채택,제1차 남북 적십자 회담 개최
밑줄 그은 (ㄱ)의 내용으로 옳지 않은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m40.gif?1476226682,세종실록지리지에 우산이라 기록되어 있다.,이종무가 왜구를 소탕하기 위해 정벌한 곳이다.,안용복이 일본에 가서 우리 땅임을 확인하였다.,대한 제국 칙령 제41호에서 우리 영토임을 분명히 하였다.
밑줄 그은 ‘나라’에 대한 설명으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m2.gif?1476226669,왜에 철을 수출하였다.,8조법으로 백성을 다스렸다.,소도라는 신성 지역이 있었다.,영고라는 제천 행사를 열었다.
(가)에 들어갈 제도로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m3.gif?1476226671,의창,환곡,사창제,진대법
밑줄 그은 ‘이 왕’으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m5.gif?1476226674,법흥왕,의자왕,근초고왕,광개토 대왕
밑줄 그은 ‘인물’에 대한 설명으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m7.gif?1476226674,청해진을 설치하였다.,불국사를 창건하였다.,왕오천축국전을 썼다.,무애가를 지어 불렀다.
(가)에 들어갈 내용으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m9.gif?1476226675,국학 설치,우산국 복속,경국대전 편찬,천리 장성 축조
밑줄 그은 ‘이곳’을 지도에서 옳게 찾은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m11.gif?1476226668,(가),(나),(다),(라)
(가) 왕의 업적으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m12.gif?1476226668,4군 6진을 개척하였다.,과거 제도를 실시하였다.,몽골식 풍습을 금지하였다.,12목에 지방관을 파견하였다.
(가)~(다)의 화폐를 처음 만들어진 순서대로 옳게 나열한 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m13.gif?1476226668,(가) - (나) - (다),(가) - (다) - (나),(나) - (다) - (가),(다) - (나) - (가)
다음 학습 주제에 대한 탐구 활동으로 적절한 것은?,1,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m14.gif?1476226668,삼별초의 활동 지역을 조사한다.,별무반의 설치 배경을 살펴본다.,행주 대첩의 전개 과정을 알아본다.,진포 대첩에 사용된 신무기를 조사한다.
(가)에 들어갈 내용으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m15.gif?1476226668,호족,문벌 귀족,진골 귀족,신진 사대부
빗금 친 지역을 고려가 차지하게 된 계기로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m16.gif?1476226668,서희의 외교 담판,윤관의 여진 정벌,을지문덕의 살수 대첩,공민왕의 쌍성총관부 공격
(가)에 들어갈 내용으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m17.gif?1476226668,성리학을 도입하였어요.,규장각을 설치하였어요.,향약 실시를 건의하였어요.,서경 천도를 주장하였어요.
학생들이 공통으로 이야기하고 있는 책으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m18.gif?1476226669,고려사,동국통감,삼국사기,삼국유사
밑줄 그은 ‘이 성’으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m24.gif?1476226670,동래성,울산성,안시성,남한산성
밑줄 그은 ‘이 제도’에 대한 설명으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m26.gif?1476226671,장용영을 설치하였다.,공물 대신 쌀 등을 내게 하였다.,집집마다 호적을 작성하도록 하였다.,전국을 8도로 나누어 관찰사를 파견하였다.
다음에 해당하는 인물로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m28.gif?1476226671,논개,김만덕,신사임당,허난설헌
(가)~(다)의 사건을 일어난 순서대로 옳게 나열한 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m29.gif?1476226671,(가) - (나) - (다),(가) - (다) - (나),(나) - (가) - (다),(다) - (나) - (가)
(가)에 들어갈 인물로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m30.gif?1476226671,장승업,김득신,신윤복,김홍도
다음 비석을 세우게 된 계기로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m31.gif?1476226671,갑신정변,갑오개혁,임오군란,신미양요
(가)에 들어갈 내용으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m32.gif?1476226672,방곡령,회사령,조선 관세령,토지 조사령
"(가), (나) 신문에 대한 설명으로 옳은 것은?",2,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m33.gif?1476226672,(가) - 국채 보상 운동을 지원하였다.,(가) - 한글판과 영문판을 간행하였다.,(나) - 순한문으로 간행하였다.,(나) - 시일야방성대곡이란 논설을 게재하였다
다음 강령을 내세운 민족 운동 단체로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m37.gif?1476226673,보안회,신간회,대한 자강회,대한 광복회
다음 인물의 활동으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m38.gif?1476226673,의열단을 조직하였다.,한인 애국단을 결성하였다.,조선 혁명 선언을 작성하였다.,신흥 무관 학교를 설립하였다.
다음 우표가 발행된 시기를 연표에서 옳게 고른 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160123/k320160123m39.gif?1476226673,(가),(나),(다),(라)
(가)에 들어갈 내용으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320151024/k320151024m1.gif?1476226659,토기에 식량을 저장하였다.,주로 동굴과 막집에서 살았다.,가락바퀴를 이용하여 실을 뽑았다.,갈돌과 갈판을 이용하여 곡식을 갈았다.
(가) 국가에 대한 설명으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320151024/k320151024m2.gif?1476226661,화백 회의가 있었다.,우리나라 최초의 국가였다.,칠지도를 왜왕에게 하사하였다.,서옥제라는 혼인 풍습이 있었다.
다음 연극 대본을 통해 알 수 있는 나라에 대한 설명으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320151024/k320151024m3.gif?1476226662,낙랑과 왜에 철을 수출하였다.,영고라는 제천 행사가 있었다.,화랑도라는 청소년 단체가 있었다.,빈민 구제 제도인 진대법이 있었다.
선생님의 질문에 대한 학생의 대답으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320151024/k320151024m4.gif?1476226666,신라는 백제와 동맹을 맺어 고구려에 맞섰어요.,신라가 당나라와 연합하여 고구려를 공격하였어요.,백제가 고구려를 공격하여 고국원왕을 전사시켰어요.,백제는 중흥의 기반을 마련하기 위해 수도를 사비로 옮겼어요.
(가)에 들어갈 왕으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320151024/k320151024m5.gif?1476226666,장수왕,진흥왕,소수림왕,광개토 대왕
(가)~(다)의 사건을 일어난 순서대로 옳게 나열한 것은?,2,https://img.comcbt.com/cbt/data/k3/k320151024/k320151024m7.gif?1476226667,(가) - (나) - (다),(나) - (가) - (다),(다) - (가) - (나),(다) - (나) - (가)
(가) 국가에 대한 설명으로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320151024/k320151024m9.gif?1476226667,고구려 유민들이 건국하였다.,전성기에 해동성국이라 불리었다.,거란의 침략을 받아 멸망하였다.,전국에 9주 5소경을 설치하였다.
다음 자료에 대한 학생의 설명으로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320151024/k320151024m10.gif?1476226659,①,②,③,④
(가)~(다)의 인물을 활동했던 시대 순으로 옳게 나열한 것은?,3,https://img.comcbt.com/cbt/data/k3/k320151024/k320151024m11.gif?1476226659,(가) - (나) - (다),(나) - (다) - (가),(다) - (가) - (나),(다) - (나) - (가)
(가)에 들어갈 내용으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320151024/k320151024m12.gif?1476226659,16세 이상의 남자에게 발급했던 신분증입니다.,과거에 급제한 사람에게 주었던 증서의 일종입니다.,관원이 역에서 말을 빌리는 데 사용했던 증표입니다.,국가의 재정을 보충하기 위해 팔았던 관직 임명장입니다.
밑줄 그은 ‘이곳’을 지도에서 옳게 찾은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320151024/k320151024m13.gif?1476226659,(가),(나),(다),(라)
다음 가상 일기의 밑줄 그은 ‘나’의 활동으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320151024/k320151024m14.gif?1476226659,동북 9성을 쌓았다.,4군 6진을 개척하였다.,강동 6주를 획득하였다.,백두산 정계비를 세웠다.
(가)에 들어갈 내용으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320151024/k320151024m15.gif?1476226660,절에서 불을 밝히기 위한 용도로 만든 것입니다.,승려의 사리나 유골을 모시기 위해 만든 것입니다.,절이 보유한 땅의 경계를 표시하기 위해 만든 것입니다.,절의 야외 행사에서 대형 불화를 걸기 위해 만든 것입니다.
다음 가상 대화가 이루어진 시기를 연표에서 옳게 고른 것은?,3,https://img.comcbt.com/cbt/data/k3/k320151024/k320151024m16.gif?1476226660,(가),(나),(다),(라)
(가)에 들어갈 역사 용어로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320151024/k320151024m17.gif?1476226660,호족,6두품,권문세족,신진 사대부
다음 역사 다큐멘터리의 장면에 해당하는 전투로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320151024/k320151024m20.gif?1476226661,진포 대첩,명량 대첩,황산 대첩,홍산 대첩
"(가), (나) 인물에 대한 설명으로 옳지 않은 것은?",3,https://img.comcbt.com/cbt/data/k3/k320151024/k320151024m21.gif?1476226661,(가) - 불씨잡변을 지어 불교를 비판하였다.,(가) - 성리학을 바탕으로 사회를 개혁하고자 했다.,(나) - 역사서인 동국통감을 저술하였다.,(나) - 조선 건국에 반대하다 죽임을 당했다.
